author_id,num_primary_genres,genre_entropy,genre_entropy_normalized,dominant_primary_genre,dominant_primary_genre_share,num_docs,dominant_lang,num_languages,dominant_source
00174b484c979369fee3d906bffa0ff8b6c7c9e46db23d24e0745b82d49c487e,1,-0.0,0.0,social_media,1.0,2,ko,1,exorde
001778577415965644059f97b5631f361ab845c52996412d48efceaadf1a1a54,1,-0.0,0.0,ecommerce_reviews,1.0,2,en,1,amazon_multi
0017c9af2885e9e3e40c22fc664ae80cf97750a2904dbb3d6f2c31b5566687b4,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
00201c23129292d5097098dc5e78d77efda38e51c4655aad83cc54b0af42af9f,1,-0.0,0.0,news,1.0,2,ja,1,babel_briefings
002975327d9bdaa326b3b9dbf2d6f54bfa8324d5b28975f8caf02f0410707426,1,-0.0,0.0,media_reviews,1.0,2,zh,1,douban
002be5c79bdd788c544b74a3179d264bb8af8d29e110a740df8b8f3329299dcf,1,-0.0,0.0,social_media,1.0,2,ru,1,exorde
003ad934f18c69ab120426e3359f9e88de6c06d61235a3f5db79a9548ab8f3f1,1,-0.0,0.0,news,1.0,2,ar,1,babel_briefings
003c0f725104e569b89305095efde780bf16f72e0a951aac8988cf570244552d,1,-0.0,0.0,social_media,1.0,2,ar,1,exorde
004652f931eaf3d3caaed6ac881a8847e79696dbfaba8c3d110b211d31f52a8b,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
004b66991b7c555873523028260ff18a3c508f7eb37684563f60d5ac13d36fa6,1,-0.0,0.0,social_media,1.0,2,hi,1,exorde
004b9abb192696a6a9a283a0e22110c2d0759fb27e2eb0fd8d5694b2dcbfb487,1,-0.0,0.0,news,1.0,2,es,1,babel_briefings
004baa035c693b5fab5dd60c9ecca88a8873dcf8605218cc27060f772dec91ce,1,-0.0,0.0,social_media,1.0,2,ar,1,exorde
005a9a6c09f3f7972e40b59daab53a1dd94937572f4ed9713f2b07f57f1342d9,1,-0.0,0.0,poetry,1.0,2,ar,1,arabic_poetry
005f8aaa250a736f737dc003b19945d9005045ea68116c70b8e94881a1e2e4ba,1,-0.0,0.0,media_reviews,1.0,2,zh,1,douban
006768b57cad1cecae56dcacbb88ea2bcd0ef9df36b7aae1e1880135cfd765c3,1,-0.0,0.0,social_media,1.0,2,ar,1,exorde
006f4c9a215b570aa57de743a98ca35d014772a71db49dacbea068812618e4f6,1,-0.0,0.0,news,1.0,2,zh,1,babel_briefings
0073491c69d3f74d8020b297cc8e00677c00b08ebc989cdf3a42c97928ef0b61,1,-0.0,0.0,blog,1.0,2,en,1,blog_authorship
00765197e021e1a547151101c01f185a87205cb9bf9cc48a63de99651bf9c430,1,-0.0,0.0,news,1.0,2,ar,1,babel_briefings
008bd3e494276eee481503daa245e366ab0ec686ee8daaa99344395f2599ad94,1,-0.0,0.0,news,1.0,2,fr,1,babel_briefings
008f7c0f9981eb83a80fc4c1b57419a0fb47fb97f77e38941fdd8e70581162e6,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
009319ebf3023427a74a00a60f596c466db58de1439f9ad039b05a1c95ff5bee,1,-0.0,0.0,news,1.0,2,ru,1,babel_briefings
009a24fed32fbd2a97b0ba84644e173627b17ae891a972a0616758007b8a2230,1,-0.0,0.0,poetry,1.0,2,ar,1,arabic_poetry
009bc5576a21d696d2f8e4469968b72dc4be3a1ab14f38e42dd8f0dba9bb569c,1,-0.0,0.0,social_media,1.0,2,ar,1,exorde
009c027889a09aa4813d8253aa7434b1e3a4c4010536b44d9c2839c26428b641,1,-0.0,0.0,news,1.0,2,de,1,babel_briefings
009cab11acd39137ad93ef69e1ba5e708156e9a73047939294a244be4c016555,1,-0.0,0.0,literature,1.0,2,ru,1,russian_pd
009df14a24171659e0aa88b3dc1e30ee7251bab730386d384d2df303fa4f5c03,1,-0.0,0.0,social_media,1.0,2,en,1,ytcomments
00a0bc4ccbd197cb2debbb2a5412782450b2c4894a6b4808f139145e03fd6a23,1,-0.0,0.0,news,1.0,2,ru,1,babel_briefings
00a2f03ae57724b7c652edb795fff31ec3bce4832d290a055f302e0f0f1b029a,1,-0.0,0.0,social_media,1.0,2,zh,1,xiaohongshu
00a883f529b5200e2b8be641ea8ef5352d416512e5fac283d8fe782e7905039d,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
00a9f444f89dbad2ca9f8439111cfab19fcbc9fffdf8230e010b63cf3c4b9190,1,-0.0,0.0,media_reviews,1.0,2,zh,1,douban
00aaec58d409553b69fa1b99c43fcc77a3c355cafaac5e94cb88f4b2fe3d4cfd,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
00ac98839243fbd5faca212874b276738c540323a07faa4b6611841e8f377e58,1,-0.0,0.0,news,1.0,2,ru,1,babel_briefings
00b5def69b551402b25518f0d88132358c9bc3a9a465a680e4490b667f0c0cc0,1,-0.0,0.0,literature,1.0,2,es,1,spanish_pd_books
00b8c2e930b2aeadaf3723e1a48bf0f0bce1e46b904e58653d98b9729f2e3f5f,1,-0.0,0.0,social_media,1.0,2,ar,1,exorde
00c4031daef61f7a8981b2f3845b4936a8b9eb8ff900e6458dd137ea7a50dd0f,1,-0.0,0.0,poetry,1.0,2,ar,1,arabic_poetry
00e141a9802cb7aed809bb34cafbe1c0eab9f49faf2b0d72b05048b734644b69,1,-0.0,0.0,blog,1.0,2,en,1,blog_authorship
